"identifiant","adresse","raison_sociale","nom","code_postal","code_insee","nom_commune","longitude","latitude"
"IDF9101384","Ne sait pas","RAOULT Irène","Fonderie d'aluminium","91760","91315","Itteville",NULL,NULL
"IDF9101388","Hentes, chemin des","ELF AQUITAINE PRODUCTION","Dépôt de liquides inflammables","91760","91315","Itteville","2.35399895103884","48.5183468791719"
"IDF9101393","CR 11 dit des Près Picard","SLOMAREP","Travaux publics","91760","91315","Itteville","2.35805136174745","48.5306929311165"
"IDF9101397","A 10","SHELL","Station service","91640","91319","Janvry","2.14732876314126","48.6366036496078"
"IDF9101389","Leclerc, 31 rue du général","MARCARIAN François","Fabrique de matières plastiques","91760","91315","Itteville",NULL,NULL
"IDF9101390","Marais d'Itteville, lieu-dit le","SIRCOM, ex commune d'ITTEVILLE","Décharge d'ordures ménagères","91760","91315","Itteville",NULL,NULL
"IDF9101398","Athis, chemin d'","GAZ ELECTRICITE EAUX FRANCO BELGE ""Maurice PAYET et Cie"", ex GAZ FRANCO - BELGE","Usine à gaz","91260","91326","Juvisy-sur-Orge","2.38047193116144","48.6866271791647"
"IDF9101379","Le Versoir, lieudit","BERTUCCA",NULL,"91430","91312","Igny","2.22819276277806","48.7369241789802"
"IDF9101391","Orme à Michaud, lieu-dit l'  (Site ITV 1-7)","ELF AQUITAINE PRODUCTION","Dépôt de liquides inflammables","91760","91315","Itteville","2.35448386599139","48.5114405624945"
"IDF9101394","CGC 17","MAILLET Marcel","Gazomètre","91510","91318","Janville-sur-Juine",NULL,NULL
"IDF9101392","Pente des Près Picards, lieu-dit la","SIRCOM (Syndicat Intercommunal de Ramassage et collecte des OM), ex commune d'ITTEVILLE","Décharge d'ordures ménagères","91760","91315","Itteville","2.35688691256662","48.5305312735755"
"IDF9101396","Joliot Curie, 1 bis rue  (ex rue de la Ferté - Alais)","KERBOUL Jean-Claude - JANVILLE AUTO, ex MARTIN Pierre, ex BOUVET, ex VILPOUT","Station service, garage","91510","91318","Janville-sur-Juine","2.26971270325008","48.5164126263284"
"IDF9102004","Foch, 20 avenue du Maréchal","CHANTIERS DE LA JUINE, ex GUENZI",NULL,"91510","91330","Lardy","2.26338346834075","48.5219390784491"
"IDF9102002","Cornuel, allée (CV6, ex CGC 17, + 35, RN)","RENAULT, ex BRUNNER et MARCHAND","Garage","91510","91330","Lardy","2.29165275977505","48.5323852802532"
"IDF9102003","CD 449 d'Aparjon à Etampes","SNC NORMINTER","Station service","91510","91330","Lardy","2.29350872875313","48.5312259748431"
"IDF9102005","Grande Rue, 2","LARDYPLAST + LABORATOIRES Jean PFEIFLE","Industrie pharmaceutique","91510","91330","Lardy","2.26583397194531","48.5217248267299"
"IDF9101417","Orge, avenue de l'","EGGER et Cie",NULL,"91260","91326","Juvisy-sur-Orge",NULL,NULL
"IDF9101385","Ferte-Alais, route de la  (RN 449)","BEDOUINS, LES, ex HENRY Roger","Garage","91760","91315","Itteville","2.34628121387447","48.5061898957195"
"IDF9101386","Ferté-Alais, 22 route de la","CENTRE JARDINS LOISIRS",NULL,"91760","91315","Itteville","2.35039317964074","48.4986357999851"
"IDF9101395","Bouray, 38 route de  (RD 17)","ROUSSEAU André","Fabrique d'appareillage et accessoires de pipelines et forages","91510","91318","Janville-sur-Juine","2.27168451869035","48.5197500046535"
"IDF9102001","Cochet, rue du (ex CV 6 de Fontenay-le-Comte à Etampes)","RENAULT, Régie Nationale des Usines","Garage","91510","91330","Lardy","2.28035192401573","48.5280547746618"
"IDF9100197","CD 17","MARTINACHE","Transports","91610","91045","Ballancourt-sur-Essonne","2.38157784794318","48.5403981021464"
"IDF9100192","Gare de Ballancourt-sur-Essonne","RECUPERATION GENERALE, LA","Ferrailleur","91610","91045","Ballancourt-sur-Essonne","2.37062945100147","48.5307169016541"
"IDF9100194","Bordes, 16 rue des","HUE Marcel","Station service","91610","91045","Ballancourt-sur-Essonne","2.38584078474053","48.5235893262593"
"IDF9100193","Blanchard, 2 rue","SOBALI","Station service","91610","91045","Ballancourt-sur-Essonne","2.37903390709954","48.5265325929186"
"IDF9100217","RN 191","ELF AQUITAINE PRODUCTION (SOCIETE NATIONALE ELF AQUITAINE PRODUCTION)","Extraction d'hydrocarbures","91610","91045","Ballancourt-sur-Essonne","2.37043176318622","48.498056181333"
"IDF9100200","Gare, 7 impasse de la (ex sentier de la Gare)","JOUVEL","Fabrique de matériel médico-chirurgical","91610","91045","Ballancourt-sur-Essonne","2.37297270685804","48.5320380883153"
"IDF9100203","Leclerc, 9 avenue du Général","GARAGE NAIN, ex HOUZE André","Station service, garage","91610","91045","Ballancourt-sur-Essonne","2.37520511721878","48.5298701647059"
"IDF9100204","Leclerc, 30 avenue du Général","GARAGE NIBERT-LOISEL, ex GARAGE DE LA GARE, ex JACQUIAU Robert","Station service, garage","91610","91045","Ballancourt-sur-Essonne","2.37362201207933","48.5312105696346"
"IDF9100207","RN 191","ELF AQUITAINE PRODUCTION (SOCIETE NATIONALE ELF AQUITAINE PRODUCTION)","Extraction d'hydrocarbures","91610","91045","Ballancourt-sur-Essonne","2.37655695623953","48.51000524603"
"IDF9100211","CR n°?","BALLANCOURT-SUR-ESSONNE, commune de","Décharge d'ordures ménagères","91610","91045","Ballancourt-sur-Essonne","2.38764887654518","48.517707433223"
"IDF9100214","Vautravers, 4 place Henri","PRESSING CHAPART, ex FRETAY Claudette","Pressing","91610","91045","Ballancourt-sur-Essonne","2.3855033983361","48.5246775649"
"IDF9100215","FERTE-ALAIS, gare de la","PARATRE Bernard",NULL,"91590","91047","Baulne","2.35204018012063","48.4859831778222"
"IDF9100218","RN 191","TOTAL, COMPAGNIE DE RAFFINAGE ET DISTRIBUTION","Station service","91590","91047","Baulne","2.35558588770806","48.4902360993064"
"IDF9100216","Corbeil, 72 route de (RN 191)","COOPERATIVE AGRICOLE DE CORBEIL","Coopérative agricole","91590","91047","Baulne","2.35746656857862","48.4908023050655"
"IDF9100205","Lesage, rue","HLM DE L'ESSONNE","HLM","91610","91045","Ballancourt-sur-Essonne","2.37490561051714","48.5276850820151"
"IDF9100201","Gaulle, 32-36 rue du Général de","IMPRIMERIE MARQUIS A.","Imprimerie","91610","91045","Ballancourt-sur-Essonne","2.38493543919662","48.5253342590233"
"IDF9100202","Gaulle, 49 rue du Général de (RN 191)","CENTRAL AUTO JACQUES LASSEIGNE, ex M. LASSEIGNE","Garage","91610","91045","Ballancourt-sur-Essonne","2.38459590174629","48.5241833591267"
"IDF9100206","Martroy, 31 rue de","HERBLOT Maurice",NULL,"91610","91045","Ballancourt-sur-Essonne","2.38122525964757","48.5244365073245"
"IDF9100208","Pereire, 17 rue Eugène","MONTECOLINO, ex UPL (Usine PETERS LA CROIX), ex PAPIERS PEINTS DE BALLANCOURT","Fabrique de papiers peints","91610","91045","Ballancourt-sur-Essonne","2.36866603851454","48.5303937320898"
"IDF9100209","Pereire, 28 rue Eugène","PARA, ex CDI (Centre de Déchets Industriels), ex PAPETERIES EVERBALL, ex PAPETERIES DE BALLANCOURT","Papeterie","91610","91045","Ballancourt-sur-Essonne","2.36536204825869","48.5296751981032"
"IDF9100220",NULL,"CHIMIQUE ET ROUTIERE DE LA GIRONDE",NULL,"91570","91064","Bièvres",NULL,NULL
"IDF9102027","RD 24","LAVENNE M.",NULL,"91470","91338","Limours","2.06422243492066","48.6443120478408"
"IDF9102007","CR 45","PROFAC","Fabrique de matières plastiques","91510","91330","Lardy",NULL,NULL
"IDF9102024","Chartres, 20-22 rue de  (RN188)","ELF FRANCE, ex LEBON et Cie","Station service","91470","91338","Limours","2.06828178890758","48.6464889580431"
"IDF9102028","Ecoles, rue des","DOMINIQUE Albert",NULL,"91470","91338","Limours","2.07735772550186","48.6444507384934"
"IDF9102006","RN 449","UNION COMMERCIALE","Station service","91510","91330","Lardy","2.29359091438925","48.5301379111661"
"IDF9102008","Tire Barbe","LARDY, commune de","Décharge d'ordures ménagères","91510","91330","Lardy","2.2537524782844","48.5175260677142"
"IDF9102010","CD 117","LEUDEVILLE, commune de","Décharge d'ordures ménagères","91630","91332","Leudeville","2.31734207912756","48.5557283200005"
"IDF9102011",NULL,"LEUDEVILLE, commune de","Décharge d'ordures ménagères","91630","91332","Leudeville","2.31740993448862","48.5554135927036"
"IDF9102018","Voiries, chemin des","GARAGE Poids Lourds Leuvillois, ex CAUDRON Frères","Garage","91310","91333","Leuville-sur-Orge","2.27531117385924","48.6191468345554"
"IDF9102019","Béné, avenue Maurice  (CGC 152)","LAVENNE Alfred","Décharge d'ordures ménagères","91470","91338","Limours","2.08273567014955","48.6436445687872"
"IDF9102020","Béné, avenue Maurice  (CD 152)","GAZ de LIMOURS & EXTENSIONS, ex M. GAGNEUX","Usine à gaz","91470","91338","Limours","2.08333489551733","48.6432232526851"
"IDF9102021","Béné, avenue Maurice  (CD 152)","CHALVENT",NULL,"91470","91338","Limours","2.08289452431987","48.6444272869283"
"IDF9102026","Chartres, 77 route de","METALECTRO","Atelier de travail des métaux","91470","91338","Limours","2.06471912892435","48.640329481564"
"IDF9102025","Chartres, 46 bis rue de  (RN188)","CHERON Olivier, ex ZAPARTAS M.","Station service","91470","91338","Limours","2.0666394213051","48.6440390520961"
"IDF9100228","Gisy, chemin vicinal de","POILANE",NULL,"91570","91064","Bièvres","2.21072785207353","48.7616630282676"
"IDF9102050","Orléans, 45 route d'","DUVAL Georges","Garage","91310","91339","Linas","2.26103758283443","48.6223934876626"
"IDF9100230","N 444",NULL,NULL,"91570","91064","Bièvres",NULL,NULL
"IDF9100264",NULL,"MACILLE","Station service","91070","91086","Bondoufle","2.37188531607864","48.6041407690732"
"IDF9100244","Boigneville, commune de","BOIGNEVILLE, commune de","Décharge d'ordures ménagères","91720","91069","Boigneville",NULL,NULL
"IDF9100251","Château d'eau, 4 place du","MULTISERVICES CHIMIE","Fabrique de savons","91870","91081","Boissy-le-Sec","2.09224568207078","48.4782196629757"
"IDF9100260",NULL,"BONDOUFLE, COMMUNE DE","Décharge d'ordures ménagères","91070","91086","Bondoufle","2.37828897970482","48.6251273677223"
"IDF9100247","Fontaine, chemin dit de la route de la","BOISSY-LA-RIVIERE, commune de","Décharge d'ordures ménagères","91690","91079","Boissy-la-Rivière",NULL,NULL
"IDF9100242","Gisy, chemin vicinal de","CAUSSE WALON, ex CAUSSE",NULL,"91570","91064","Bièvres","2.21405063964755","48.7601019370448"
"IDF9100243","Carrières, lieu-dit les","BLANDY, commune de","Décharge d'ordures ménagères","91150","91067","Blandy","2.24260707039916","48.3198735804712"
"IDF9100246","Chemin vicinal n°5","ITCF (Institut Technique des Céréales et des Fourrages)","Laboratoire de recherche agroalimentaire","91720","91069","Boigneville","2.37731814590098","48.3282598769846"
"IDF9100248","Boissy- Villeneuve sur Auvers, route de (D 148)","BOISSY-LE-CUTTE, commune de","Décharge d'ordures ménagères","91590","91080","Boissy-le-Cutté","2.27400601183022","48.4715156267079"
"IDF9100258",NULL,"BACCARIN","Imprimerie","91070","91086","Bondoufle",NULL,NULL
"IDF9100245","Argeville, route d'","CHIMIDEROUIL","Industrie chimique","91720","91069","Boigneville","2.37863514236685","48.3391400415475"
"IDF9100249","Libération, 23 rue de la (N 191, ex rue de la Ferté)  (en 1968)","DOUSSET","Chaudronnerie","91590","91080","Boissy-le-Cutté","2.28356673789743","48.4717993229746"
"IDF9100250","Libération, 57 rue de la (N 191)","STRF (Société de Travaux et de Routes Franciliennes), ex PARACHIMI, ex PARACHIMI Ernest (1933)","Travaux publics","91590","91080","Boissy-le-Cutté","2.28955701039063","48.4724494577914"
"IDF9102082",NULL,"POTERIES PARISIENNES","Atelier de poterie","91090","91340","Lisses","2.43306526025358","48.5973342042546"
"IDF9100785","Plessis, 4 rue du (RD 5)","CERAPRO, ex VAILLANT ROGER","Coopérative agricole","91410","91175","Corbreuse","1.96151917412126","48.4950465121557"
"IDF9100681","Essonne, allée de l'","HLM de l'ESSONNE",NULL,"91100","91174","Corbeil-Essonnes","2.46222291711131","48.6037752917577"
"IDF9100682","Essonne, chemin de l' (Villabe)","VAN DER LEE Léonard","Ferrailleur","91100","91174","Corbeil-Essonnes","2.45003501258923","48.6024750941526"
"IDF9102066","Thirouin, 2 rue","LISSES, MAIRIE DE","Décharge d'ordures ménagères","91090","91340","Lisses","2.42254008594379","48.5975809700097"
"IDF9102064",NULL,"LPI (Le Plastique Injecté)","Fabrique de matières plastiques","91090","91340","Lisses",NULL,NULL
"IDF9102088",NULL,"JARDIL - Sté Nouvelle de Poterie Européenne",NULL,"91090","91340","Lisses",NULL,NULL
"IDF9102103",NULL,"INFRA (Infrastructures Routières et Industrielles)","Centrale d'enrobage","91090","91340","Lisses","2.43046037150676","48.6108702333144"
"IDF9102104",NULL,"SIORAT","Centrale d'enrobage","91090","91340","Lisses","2.43154573350425","48.6111211304405"
"IDF9102105",NULL,"INFRA (Infrastructures Routières et Industrielles)","Centrale d'enrobage","91090","91340","Lisses","2.44180103914686","48.6061032738367"
"IDF9100787","Plessis, 4 rue du","CERAPRO","Laboratoire pharmaceutique, fabrique de produits chimiques","91410","91175","Corbreuse","1.96134585450571","48.4947042190659"
"IDF9100274","inconnue","SOPRELEC",NULL,"91070","91086","Bondoufle","2.37771654647386","48.6217913151117"
"IDF9100277","RN 446 (Francilienne, ex voie nouvelle S2 Sud)","TOTAL RAFFINAGE DISTRIBUTION, ex Cie FRANCAISE de RAFFINAGE (CFR)","Station service","91070","91086","Bondoufle","2.38093262061575","48.6233818153967"
"IDF9100278",NULL,"BELIN LU Biscuits France","Industrie alimentaire","91070","91086","Bondoufle","2.39531725088279","48.6171075249642"
"IDF9100310","Marais, chemin du  (CR n°22, ex chemin de Fremigny)","UAP (UNION DES ASSURANCES DE PARIS)","Assurance","91850","91095","Bouray-sur-Juine","2.30797637190285","48.5184882309965"
"IDF9100316","Val d'Yerres, Centre commercial du (ex Euromarché en 1977)","SEMNE VAL D'YERRES + PHOTO SERVICE + QUINCY CLEANING",NULL,"91480","91514","Quincy-sous-Sénart","2.53468862256632","48.6822914677702"
"IDF9100311","Garage, 1 rue du","EUROP GARAGE PEUGEOT","Garage","91850","91095","Bouray-sur-Juine","2.29088220446227","48.5164502284541"
"IDF9100789",NULL,"CEA",NULL,"91830","91179","Le Coudray-Montceaux","2.45850193627528","48.5594331456579"
"IDF9102110",NULL,"ROYAL PRESSING",NULL,"91160","91345","Longjumeau","2.28917292362053","48.6896467877952"
"IDF9102111",NULL,NULL,NULL,"91160","91345","Longjumeau","2.28992172632575","48.6877856216031"
"IDF9100309","Gare, 2 rue de la (""chantier de la Gare"")","GILBERT",NULL,"91470","91093","Boullay-les-Troux","2.05245281571703","48.6688422355945"
"IDF9100308","Cernay, 16 rue de","GILBERT",NULL,"91470","91093","Boullay-les-Troux","2.04943214046047","48.6699857005349"
"IDF9100312","Tournant fils, 9 rue","BOURAY-SUR-JUINE, commune de","Décharge d'ordures ménagères","91850","91095","Bouray-sur-Juine","2.29216767353858","48.5169003717708"
"IDF9100786","Etampes, 1 rue d'","GARAGE DE CORBREUSE","Station service, garage","91410","91175","Corbreuse","1.96051359526266","48.5028217733779"
"IDF9100821","RN 446 (ex rue de Carcan)","POPULINOX DONKERS",NULL,"91080","91182","Courcouronnes","2.40748420593479","48.6183468273083"
"IDF9100306","Vert-Le-Grand, route de","CRUCIANI",NULL,"91070","91086","Bondoufle",NULL,NULL
"IDF9100314","Lesigny","SAC (Sté AUXILIAIRE CHAUFFAGE)","Compagnie de chauffage","91800","91097","Boussy-Saint-Antoine",NULL,NULL
"IDF9100788","inconnue","DAUDIER ou DAUTIER Robert",NULL,"91830","91179","Le Coudray-Montceaux",NULL,NULL
"IDF9100794","RN 7, Centre commercial des terrasses","PRESSING DES TERRASSES, ex FITOUSSI Clément","Pressing","91830","91179","Le Coudray-Montceaux","2.48484512149482","48.5665600293448"
"IDF9100796",NULL,"RELBRO",NULL,"91830","91179","Le Coudray-Montceaux","2.48102172842333","48.5656746718925"
"IDF9102140","Grande Rue, 94","LAFOURCADE - Pressing de l'Yvette","Pressing","91160","91345","Longjumeau","2.29411791798851","48.6951064598643"
"IDF9102117","Canal, rue du","BINTZ et Cie",NULL,"91160","91345","Longjumeau","2.28918837968005","48.6959584810724"
"IDF9100826",NULL,"BG","Fabrique de matières plastiques","91080","91182","Courcouronnes",NULL,NULL
"IDF9102109",NULL,"CECCARELLI",NULL,"91160","91345","Longjumeau",NULL,NULL
"IDF9102122",NULL,"SEIMA",NULL,"91160","91345","Longjumeau",NULL,NULL
"IDF9102150","RN 20","SEGALOT",NULL,"91160","91345","Longjumeau","2.28665369749156","48.696021491671"
"IDF9100317","Val d'Yerres, Voie primaire du (en 1973)","TOTAL, Cie Française de raffinage (CFR TOTAL)",NULL,"91480","91514","Quincy-sous-Sénart","2.54557953927194","48.6713811596672"
"IDF9102154","Saint Eloi, boulevard","ECLAIRAGE, CHAUFFAGE ET FORCE MOTRICE, ex EICHELBRENNER et Cie",NULL,"91160","91345","Longjumeau","2.30455994784811","48.6940221762108"
"IDF9100319",NULL,"GANDRILLE D.",NULL,"91150","91098","Boutervilliers",NULL,NULL
"IDF9100330","Adrets, cité des","COOPERATIVE HLM BRETIGNY - HUREPOIX, ex Cie F. DE DISTRIBUTION TOTAL","HLM","91220","91103","Brétigny-sur-Orge","2.3126056662218","48.6011578512756"
"IDF9100325",NULL,NULL,"Décharge d'ordures ménagères et de DIB","91880","91100","Bouville","2.2626735862401","48.4350444081148"
"IDF9100324","Croix Sté Jacques, la; CV n°2 de Boutigny à Maisse","BOULLEY Bernard","Garage, casse automobile","91820","91099","Boutigny-sur-Essonne","2.38982234272892","48.4220177422092"
"IDF9100326","Boissière, lieu-dit la (D145)",NULL,"Décharge de déchets industriels spéciaux","91880","91100","Bouville","2.29718182747261","48.4417432315933"
"IDF9100327","D 837 (ex RN 837)","FERRY",NULL,"91880","91100","Bouville","2.25876114858365","48.4308962633618"
"IDF9100832","CV 01","COURDIMANCHE-SUR-ESSONNE, COMMUNE DE","Décharge d'ordures ménagères","91720","91184","Courdimanche-sur-Essonne","2.37502865189161","48.4217448859372"
"IDF9100833","CR 16 dit de la Hure","ASSOCIATION LE STADE FRANCAIS",NULL,"91680","91186","Courson-Monteloup","2.12735150963023","48.5990422486686"
"IDF9100320","Ferté-Alais, route de la  (D 105)","GENG MAZOUT SERVICE",NULL,"91820","91099","Boutigny-sur-Essonne","2.36651417626439","48.4393905058349"
"IDF9100321","Marchais, route de","BOUTIGNY-SUR-ESSONNE, commune de","Dépôt d'immondices","91820","91099","Boutigny-sur-Essonne","2.38050223380447","48.4397726970083"
"IDF9100328","CD 837 (Rte d'Etampes)","GARAGE DE LA VALLEE, ex STATION SERVICE DU RONCERET (de 1981 à 1982)","Garage","91880","91100","Bouville","2.26051707473644","48.431347086913"
"IDF9100329","Mesnil, route de","BOUVILLE, commune de","Décharge d'ordures ménagères","91880","91100","Bouville","2.25721038863651","48.4373787077661"
"IDF9100322","Milly, 5 rue de (D 105)","BOUTIGNY AUTOMOBILES, ex SHELL","Garage","91820","91099","Boutigny-sur-Essonne","2.37797149913172","48.435511231956"
"IDF9100323","Milly, 29 rue de","VIBRACHOC + WEDAG FRANCE","Garage, atelier de traitement des métaux","91820","91099","Boutigny-sur-Essonne","2.38142891943946","48.4331539234939"
"IDF9100336","Soixante Arpents, lieu-dit les",NULL,NULL,"91220","91103","Brétigny-sur-Orge","2.31672074222066","48.6026528335315"
"IDF9100831",NULL,"BACCI ENTREPRISE",NULL,"91080","91182","Courcouronnes",NULL,NULL
"IDF9102179",NULL,NULL,"Décharge d'ordures ménagères","91720","91359","Maisse","2.37513813906752","48.3878705943314"
"IDF9102180","Alliés, 3 boulevard des","EUROTHERM VITESSE VARIABLE (Division jauges et régulations industrie)",NULL,"91720","91359","Maisse","2.38001746982647","48.3943523381763"
"IDF9102181","Alliés, 32 boulevard des","DUPERCHE Guy","Ferrailleur","91720","91359","Maisse","2.37712861159102","48.3952256526038"
"IDF9102184","Buno Bonnevaux, 10 rue (CV 5) + 7 boulevard des Alliés","Coopérative Agricole Ile-de-France Sud, ex Coopérative Agricole de la Région de la Maisse + SODEVAM + CERAPRO, ex Coopérative Agricole de Beauce et Gâtinais - cf. commentaires","Coopérative agricole","91720","91359","Maisse","2.38909964714714","48.3894566983222"
"IDF9100854","Carrières, les","DANNEMOIS, commune de","Décharge d'ordures ménagères","91490","91195","Dannemois","2.45904199609572","48.4530062607895"
"IDF9100856","Montmoyen, sablière de","DANNEMOIS, commune de","Décharge d'ordures ménagères","91490","91195","Dannemois","2.48418416257396","48.4523019965164"
"IDF9100859","D145. Parc B","SFDM (Sté FRANCAISE DONGES - METZ), ex Chef du Service Spécial des dépôts d'hydrocarbures (ministère chargé de l'industrie)","Raffinerie","91590","91198","D'Huison-Longueville","2.32158853917279","48.4481698192554"
"IDF9100861","Ferté Alais, 19 route de la","APPAREILS CONTROLEURS","Fabrique de produits d'étanchéité","91590","91198","D'Huison-Longueville",NULL,NULL
"IDF9100858","RD 145","COLLET Louis","Station service, garage","91590","91198","D'Huison-Longueville","2.32492434409489","48.4600492350851"
"IDF9100860","RD 449","D'HUISON-LONGUEVILLE, commune de","Décharge d'ordures ménagères","91590","91198","D'Huison-Longueville","2.3447166445907","48.4507424836562"
"IDF9102164",NULL,"LONGPONT SUR ORGE, DOM de la commune de","Décharge d'ordures ménagères","91310","91347","Longpont-sur-Orge",NULL,NULL
"IDF9102165",NULL,NULL,NULL,"91310","91347","Longpont-sur-Orge","2.28304265210145","48.6438175300952"
"IDF9102167",NULL,"EBS (Essonnes Bennes Services)","Enlèvement et traitement des ordures ménagères","91310","91347","Longpont-sur-Orge","2.28156057579752","48.6221086350695"
"IDF9102168","CD25",NULL,"Station service","91310","91347","Longpont-sur-Orge","2.29620529525816","48.6441827449613"
"IDF9102170",NULL,"ADELAUR, ex LONGPONT DISTRIBUTION",NULL,"91310","91347","Longpont-sur-Orge","2.42564935367404","48.6126636075806"
"IDF9102173",NULL,"PECHINEY PROGIL",NULL,"91310","91347","Longpont-sur-Orge","2.28478587805953","48.6507786417113"
"IDF9102175",NULL,"PETIT COLIN",NULL,"91310","91347","Longpont-sur-Orge","2.29231111172378","48.6285970639022"
"IDF9102178","Tournelle, chemin de la","NORD FRANCE",NULL,"91310","91347","Longpont-sur-Orge","2.4337755965098","48.6001033218422"
"IDF9102182","Buno Bonnevaux, route de  (CV5)","SYNDICAT INTERCOMMUNAL DES RAMASSAGES DES ORDURES DE LA REGION DE MILLY-LA-FORET","Usine d'incinération","91720","91359","Maisse","2.38975911888004","48.3874600928391"
"IDF9102183","Buno Bonnevaux, route de","DUPERCHE Guy","Ferrailleur","91720","91359","Maisse","2.38804456336988","48.3874968455655"
"IDF9102189","Gaulle, 54 bis avenue du général de","VANDENBROUCK Zenob","Ferrailleur","91720","91359","Maisse",NULL,NULL
"IDF9102185","Croix Saint Jacques, chemin de la","MAISSE, commune de","Décharge d'ordures ménagères","91720","91359","Maisse","2.37312767914065","48.3894988651129"
"IDF9102197",NULL,"PMP (PETITE MECANIQUE DE PRECISION)","Atelier de mécanique","91460","91363","Marcoussis",NULL,NULL
"IDF9102186","Ferté-Alais, 41 route de la","SIPOREX",NULL,"91720","91359","Maisse","2.37441693238951","48.3984458408886"
"IDF9102198","Bois du Fay, rue du","COMPAGNIE DES EAUX ET DE L'OZONE","Distribution d'eau","91460","91363","Marcoussis","2.22342656120864","48.6291897556965"
"IDF9100365","D 19, déviation de la (ex RN 446)","SHELL FRANCAISE","Station service, garage","91220","91103","Brétigny-sur-Orge","2.32059090967544","48.6032275964911"
"IDF9100882","Gare, cour de la","CERAPRO","Coopérative agricole","91410","91200","Dourdan","2.0043059593326","48.5349544702455"
"IDF9100378","AUCHAN, centre commercial d'","MARIANI Dominique + KONICA PHOTO EXPRESS + PHOTO SERVICE","Blanchisserie + laboratoire photographique","91220","91103","Brétigny-sur-Orge","2.30368163868342","48.5847710812116"
"IDF9100875","Croix St-Jacques, centre commercial de la","PRESSING ""LAINE DE PAN""","Pressing","91410","91200","Dourdan","2.00901342188207","48.5253460969476"
"IDF9100876","Etampes, route d'  (D836, ex RN 836)","SCEM Construction Electromagnétique + DOUSSET, ex ELF ANTAR FRANCE, ex GARAGE HUBERTY, ex HUBERTY Jean - Claude","Fabrique de machines de bureau","91410","91200","Dourdan","2.01939598780174","48.5191258103092"
"IDF9100879","Etampes, route d ' (D 836)","FERRE Vincent, MAECHELE Pierre","Station service, garage","91410","91200","Dourdan","2.00862654328334","48.5368465218027"
"IDF9100384","Rosières, 16 rue des","FAMILISTERE - DOCKS REMOIS",NULL,"91220","91103","Brétigny-sur-Orge","2.30570848391113","48.6162007613792"
"IDF9100883","Gaudrée, ZI de la","ASPHAVET et CHIRON, ex GENERAL VETERINAIRE, ex ALPHAVET, ex SEPROSAC, ex CHEDEVILLE",NULL,"91410","91200","Dourdan","2.02471935449084","48.5233144840559"
"IDF9102232","CR 10","SCMPL (Sté de CONSTRUCTIONS MECANIQUES PANHARD & LAVASSOR)","Garage, atelier","91630","91376","Marolles-en-Hurepoix","2.29190830515386","48.5791376430547"
"IDF9102213","CGC 68 de Versailles à Lieusaint","EICHELBRENNER Gustave","Usine à gaz","91460","91363","Marcoussis","2.24889354449824","48.6400282193421"
"IDF9100907","Moines, 14 rue des (ex impasse des Moines)","SODABEL","Garage","91410","91200","Dourdan","2.01778400119661","48.5320346509354"
"IDF9102210","Gambetta, 70 rue","RIVIERE Guy, ex QUINTIN","Casse automobile","91460","91363","Marcoussis","2.22036296478269","48.6407825722554"
"IDF9100897","Jeu de Paume, rue du","GAUTREAU Théophile","Fonderie, fabrique de machines","91410","91200","Dourdan","2.01568973676166","48.5303832095289"
"IDF9102248","CD120 (ex)","SETTS (Etudes Topographie Travaux Spéciaux)",NULL,"91300","91377","Massy","2.28276533917313","48.7238969734698"
"IDF9102255","Carnot, avenue","CACI (Compagnie d'Applications Chimiques à l'Industrie)",NULL,"91300","91377","Massy","2.26071361124839","48.7247336211147"
"IDF9102249","Buisson aux Fraises, rue du","K'PRIS",NULL,"91300","91377","Massy","2.28303713748204","48.7223909503562"
"IDF9102998","Saint Michel, route de","PEYROUX Jules",NULL,"91700","91549","Sainte-Geneviève-des-Bois","2.3089015240559","48.6501223290098"
"IDF9103008","Mesnil, rue du","SAINT-GERMAIN-LES-ARPAJON, commune de","Décharge d'ordures ménagères","91180","91552","Saint-Germain-lès-Arpajon","2.273963846299","48.5983948059435"
"IDF9103010",NULL,"ARPAJON, commune d'","Dépôt d'immondices","91180","91552","Saint-Germain-lès-Arpajon",NULL,NULL
"IDF9103025","Château de Chanteloup, allée du (ex allée de Chanteloup) + RN 20","ESSO SAF, ex ESSO","Station service","91180","91552","Saint-Germain-lès-Arpajon","2.2488229459266","48.6032573725696"
"IDF9103026","RN 20, n°67","SADRE, ex LA MONTAGNE","Station service","91180","91552","Saint-Germain-lès-Arpajon","2.2460514516794","48.5988128401147"
"IDF9103027","RN 20","TOTAL RAFFINAGE DISTRIBUTION, ex CRD TOTAL FRANCE, ex CFD TOTAL (Compagnie Française de Distribution), ex OZO","Station service","91180","91552","Saint-Germain-lès-Arpajon","2.25262206954125","48.60973493659"
"IDF9103028","RN 20, n°17 bis","MODERNE PALETTES, ex FTIA (Francilienne de Transaction Industrielle et Automobile), ex INTER AUTO 91, ex STOCAUTO","Casse automobile","91180","91552","Saint-Germain-lès-Arpajon","2.24677846369205","48.6016370960204"
"IDF9103029","RN 20, n°25  (ex 25-29, route d'Orléans en 1974)","ELF ANTAR FRANCE, ex ELF-FRANCE, ex ANTAR PETROLE DE L'ATLANTIQUE","Station service","91180","91552","Saint-Germain-lès-Arpajon","2.24771096147897","48.6033374353111"
